id,fronturl,publish_date_t,publish_date,title,photo/url,project,category,opinion_authors,authors/0,anons,overview,text,authors/1
634139269a79479a6431ead3,https://www.rbc.ru/business/08/10/2022/634139269a79479a6431ead3,1665219754,"Sat, 08 Oct 2022 12:02:34 +0300",Туроператоры оценили возможное количество туристов в Крыму,https://s0.rbk.ru/v6_top_pics/resized/250xH/media/img/5/18/756652196781185.jpg,,Бизнес,,," ...  в ближайшие дни должно заехать», — сказал он (цитата по ТАСС). [ <b>РБК</b> ] Взрыв и обрушение пролетов на Крымском мосту. Что известно к ...  отдыха», сообщила в своем телеграмм-канале глава Ростуризма Зарина Догузова. [ <b>РБК</b> ] Хуснуллин сообщил о скором вылете в Крым По словам главы ... ","В общей сложности в Крыму сейчас находится до 50 тыс. туристов, считают в ассоциации туроператоров. Власти региона призвали гостиницы продлить им время проживания, а в Ростуризме посоветовали перенести поездки","В Крыму сейчас может находиться порядка 50 тыс. туристов. Об этом говорится в сообщении Ассоциации туроператоров России. «Туроператоры и органы власти ведут их подсчет. Более точные данные о количестве отдыхающих в отелях и санаториях Крыма, которые не могут выехать с полуострова из-за ЧП, в том числе клиентов туроператоров, будут опубликованы позже», — сообщили в ассоциации. В ближайшее время, в три-четыре дня, Крым должны покинуть около 4 тыс. туристов, заявил исполняющий обязанности президента Российского союза туриндустрии (РСТ) Илья Уманский. «Примерно такое же количество в ближайшие дни должно заехать», — сказал он (цитата по ТАСС).  Утром 8 октября на автомобильной части Крымского моста подорвали грузовой автомобиль. В результате были повреждены два пролета на автомобильной части сооружения и загорелись цистерны на железнодорожных путях. Движение поездов и автомобилей через мост сейчас временно приостановлено, сообщили РЖД и власти Крыма. Глава Крыма Сергей Аксенов призвал владельцев гостиниц и санаториев продлить время проживания для постояльцев. Туристы, которые еще не отправились на полуостров, «вправе перенести сроки поездки на более поздние даты либо поменять направление отдыха», сообщила в своем телеграмм-канале глава Ростуризма Зарина Догузова.  По словам главы федерального агентства, для туристов, которые уже следуют в Крым на машинах, на подъезде к мосту развернут пункты питания и обогрева.",
634135339a794798e76ecd97,https://www.rbc.ru/economics/08/10/2022/634135339a794798e76ecd97,1665220263,"Sat, 08 Oct 2022 12:11:03 +0300",Севастополь вслед за Крымом ввел ограничение на продажу бакалеи,https://s0.rbk.ru/v6_top_pics/resized/250xH/media/img/9/48/756652181483489.jpg,,Экономика,,Полина Мартынова," ... , подсолнечного масла — на 46, а мясных консервов — на 106 дней. [ <b>РБК</b> ] Взрыв и обрушение пролетов на Крымском мосту. Что известно к ... ","В Севастополе после взрыва на Крымском мосту и остановки сообщения ограничили отпуск бакалейных товаров до 3 кг или пачек в одни руки, чтобы избежать ажиотажа. Власти заверили, что в регионе проблем с продовольствием нет","В Севастополе ограничили отпуск бакалейной продукции до 3 кг или пачек в одни руки, чтобы избежать ажиотажа на фоне проблем с сообщением с материковой частью России в связи с повреждением Крымского моста, сообщил в телеграм глава региона Михаил Развожаев. Ранее об аналогичном решении сообщил крымский Минпром. Но вскоре ведомство удалило сообщение, пояснив, что эта мера действует в регионе со времен пандемии, а новых ограничений не вводилось. По словам Развожаева, в Севастополе достаточный запас продукции: в частности, сахара хватит на 23 дня, муки — на 27, макарон — на 29, подсолнечного масла — на 46, а мясных консервов — на 106 дней.  «Поступают сигналы, что люди на заправках пытаются покупать бензин под запас канистрами. Чтобы не провоцировать искусственный ажиотаж: бензин в канистры отпускаться не будет», — уточнил глава региона, добавив, что запасов топлива в Севастополе хватит на 40 суток. Развожаев также заверил, что Севастополь не отрезан от материковой части страны, напомнив, что есть сухопутные коридоры через новые территории и будет работать паромная переправа в районе Крымского моста. Крым граничит с Херсонской областью, которая по итогам референдума в конце сентября наряду с Запорожской областью, ДНР и ЛНР вошла в состав России. Утром 8 октября на Крымском мосту, который соединяет Керченский полуостров с Таманским, произошел пожар. Причиной возгорания назвали подрыв грузовика, из-за чего загорелись семь топливных цистерн в хвосте следовавшего в Крым состава. В крымском парламенте обвинили в произошедшем «украинских вандалов». В результате ЧП никто не пострадал. СК возбудил уголовное дело (по какой статье, пока не называлось). Два автомобильных пролета моста частично обрушились. Глава Крыма Сергей Аксенов говорил, что уцелела «одна автомобильная нитка из Керчи на Тамань». Автомобильное и железнодорожное движение по мосту приостановлено. РЖД временно прекратили продажу билетов на поезда, следующие в Крым и обратно. Отменены также автобусные рейсы с полуострова. Власти решили запустить паромную переправу.  Разбираемся в рассылке",
63413f8e9a79479c4c7a4180,https://ufa.rbc.ru/ufa/08/10/2022/63413f8e9a79479c4c7a4180,1665220592,"Sat, 08 Oct 2022 12:16:32 +0300",«Уфаводоканал» проиграл еще одно дело против пивоваренной компании «Эфес»,https://s0.rbk.ru/v6_top_pics/resized/250xH/media/img/9/03/756652205679039.jpg,,,,Наиль Байназаров," ...  и он встал на сторону «АБ Инбев Эфес». Как сообщал <b>РБК</b> Уфа, «Уфаводоканал» пытается взыскать с пивоваренного завода «Эфес» в Уфе ...  сверх нормативов. Следите за деловыми новостями республики в Telegram-канале <b>РБК</b> Уфа и в группе ВКонтакте. Наиль Байназаров",Это дело имеет принципиальное значение для исхода других споров между ресурсоснабжающей организацией и пивоваренным заводом в Уфе,"Арбитражный суд Уральского округа оставил в силе решение 18-го арбитражного апелляционного суда, который отказал «Уфаводоканалу» в удовлетворении иска к АО «АБ Инбев Эфес». Ресурсоснабжающая компания пыталась взыскать с пивоваренного завода в Уфе 7,2 млн рублей за превышение нормативов сброса загрязненных вод в канализацию в ноябре 2019 года. Иск был подан в июле 2021 года. В феврале 2022 года Арбитражный суд Башкирии удовлетворил требования «Уфаводоканала», но в мае апелляционная инстанция отменила это решение. «Уфаводоканал» обратился в кассационный суд, но и он встал на сторону «АБ Инбев Эфес». Как сообщал РБК Уфа, «Уфаводоканал» пытается взыскать с пивоваренного завода «Эфес» в Уфе плату за превышение нормативов водоотведения и норм временно-допустимых концентраций загрязняющих веществ в сточных водах. Поводом для исков стало то, что в 2020 году ресурсоснабжающая организация выявила подлог в отчетах об исследовании сточных вод завода за предыдущие годы. В феврале 2021 года в отношении сотрудницы «Уфаводоканала» было возбуждено уголовное дело по факту мошенничества. В настоящее время расследование дела продолжается. Водоканал, основываясь на обновленных данных о результатах проб за 2019 год, решил взыскать с пивоваренного завода недостающую сумму. Однако суды встали на сторону «АБ Инбев Эфес» на том основании, что потребитель не несет ответственности за действия сотрудников поставщика. «Довод истца о том, что замена протоколов испытаний связана с незаконностью действий работников лаборатории, составивших ложные протоколы от 2 декабря 2019 года, отклонен судом апелляционной инстанции, поскольку именно истец несет ответственность за действия своих работников», — говорится в определении кассационного суда. Ранее стало известно, что исход спора по иску на 7,2 млн рублей будет иметь решающее значение для других дел по искам «Уфаводоканала» к «АБ Инбев Эфес». В июне и июле Арбитражный суд Башкирии возобновил процессы по трем искам на сумму 36 млн рублей. Рассмотрение этих дел откладывалось до вынесения решения кассационной инстанции. Всего на рассмотрении Арбитражного суда Башкирии и апелляционного суда находятся семь дел «Уфаводоканала» против пивоваренной компании. Общая сумма претензий по ним составляет 76,5 млн рублей. Суть требований одна и та же — возместить убытки от сброса канализационных стоков сверх нормативов. Следите за деловыми новостями республики в Telegram-канале РБК Уфа и в группе ВКонтакте.",
634140be9a79479c4c7a4188,https://www.rbc.ru/economics/08/10/2022/634140be9a79479c4c7a4188,1665220947,"Sat, 08 Oct 2022 12:22:27 +0300","Министр заявил, что запустить паромы в Крым в субботу не позволит погода",https://s0.rbk.ru/v6_top_pics/resized/250xH/media/img/9/81/756652212312819.jpg,,Экономика,,Полина Мартынова," ... , чтобы организовать регулярное паромное сообщение сегодня», — сказал и.о. министра. [ <b>РБК</b> ] Страховщики оценили стоимость ущерба из-за подрыва на Крымском мосту ... ","Однако позднее глава крымского минтранса Николай Лукашенко заявил, что это будет возможно, суда уже тестируют","Запустить паромы в Крым в субботу не получится из-за погодных условий. Об этом заявил и.о. министра транспорта региона Николай Лукашенко. «Погода сегодня не позволяет вообще ничего», — заявил он. По словам Лукашенко, сейчас паромы подготавливают к «организации стабильной работы» (цитата по «Интерфаксу»). «В настоящее время у нас два парома имеются уже в наличии на территории порта Крым, которые сейчас проходят техническое освидетельствование и готовятся к запуску, — там уже завезли топливо и все остальное. Еще идет большой автомобильный паром, который будет ходить, скорее всего, с рыбного порта, — к вечеру сюда придет, погода сегодня не позволяет вообще ничего», — уточнил глава минтранса. В Крыму до 21:00 завтрашнего дня действует предупреждение о сильном ветре. По данным Гидрометцентра, в регионе ожидается северо-восточный ветер, местами с порывами до 17 м/с. Позднее советник главы Крыма Олег Крючков опубликовал с своем телеграм-канале запись заявления Лукашенко, в котором тот говорит, что погодные условия все же позволяют запустить паромное сообщение. «Организовать движение средних судов, конечно же, возможно, и в настоящее время организовываются мероприятия, связанные с тестированием паромов, чтобы организовать регулярное паромное сообщение сегодня», — сказал и.о. министра.  Паромную переправу крымские власти решили организовать после повреждения Крымского моста в результате пожара, который произошел утром 8 октября. Причиной назвали подрыв грузовика, из-за чего загорелись семь топливных цистерн в хвосте следовавшего в Крым состава. В крымском парламенте обвинили в произошедшем «украинских вандалов». В результате ЧП никто не пострадал. СК возбудил уголовное дело, не уточнив, по какой статье. Два автомобильных пролета моста частично обрушились. Глава Крыма Сергей Аксенов говорил, что уцелела «одна автомобильная нитка из Керчи на Тамань». Автомобильное и железнодорожное движение по мосту приостановлено. РЖД временно прекратили продажу билетов на поезда, следующие в Крым и обратно. Отменены также автобусные рейсы с полуострова. ",
63413dd09a79479c1e5e3e6f,https://www.rbc.ru/politics/08/10/2022/63413dd09a79479c1e5e3e6f,1665220952,"Sat, 08 Oct 2022 12:22:32 +0300",Губернатор сообщил о втором за день обстреле села в Белгородской области,https://s0.rbk.ru/v6_top_pics/resized/250xH/media/img/4/01/756652205617014.jpg,,Политика,,Полина Мартынова, ...  селу Бирюч Валуйского городского округа. Там пострадала 16-летняя девушка. [ <b>РБК</b> ] ВСУ обстреляли село в Белгородской области После начала спецоперации на ... ,Вслед за селом Бирюч Валуйского округа обстреляно село Тишанка Волоконовского района. Пострадавших на этот раз нет,"Под обстрел попало село Тишанка Волоконовского района, пострадавших нет, сообщил глава Белгородской области Вячеслав Гладков. «Осколками повреждены два легковых автомобиля работников зерновой компании. По предварительной информации, пострадавших нет. Глава района Сергей Бикетов и оперативные службы уже находятся на месте», — написал Гладков в «Телеграм». Согласно данным сервиса «Яндекс.Карты», Тишанка расположена примерно в 2,5 км от границы с Харьковской областью. Ранее Гладков сообщил об ударах украинских сил по селу Бирюч Валуйского городского округа. Там пострадала 16-летняя девушка.  После начала спецоперации на Украине власти граничащих с ней российских регионов регулярно сообщают об обстрелах с украинской стороны. В частности, в результате подобных действий 3 октября погибла 48-летняя женщина в Головчино, а 7 октября пострадал мирный житель в Щетиновке, говорил Гладков. В Белгородской области введен повышенный, желтый режим террористической угрозы, его регулярно продлевают, в последний раз — до 22 октября. На этот же период продлен запрет на запуск в регионе фейерверков, петард и салютов.  ",
63412d059a794798200573bc,https://sportrbc.ru/news/63412d059a794798200573bc,1665221911,"Sat, 08 Oct 2022 12:38:31 +0300",Шлеменко заявил о доминировании Исмаилова в поединке с Иличем,https://s0.rbk.ru/v6_top_pics/resized/250xH/media/img/9/95/756652158548959.jpg,РБК Спорт,,,Никита Плохих, ...  боксерском поединке с Александром Иличем и заслуженно выиграл. Об этом «<b>РБК</b> Спорт» заявил бывший чемпион Bellator в среднем весе Александр Шлеменко ... ,"Бывший чемпион Bellator не уверен, что Магомед Исмаилов готов к поединку с ним","Получайте рассылку с новостями, которые касаются каждого. Самое актуальное о личных финансах, карьере и безопасности. Читайте РБК без рекламных баннеров на сайте и в мобильном приложении. Магомед Исмалов полностью доминировал в боксерском поединке с Александром Иличем и заслуженно выиграл. Об этом «РБК Спорт» заявил бывший чемпион Bellator в среднем весе Александр Шлеменко. «Хочу поздравить Магу, провел хороший бой, заслуженно выиграл все раунды. Полная доминация с его стороны. Илич практически не оказывал сопротивления, а чего еще следовало ожидать. Он не боксер, и его задача была не упасть. Выиграть и удивить чем-то Магу нереально для Илича. Тяжело сейчас оценивать готовность Исмаилова к нашему поединку. Наш бой все-таки пять раундов по пять минут. Я не думаю, что Мага сейчас готов к нашему бою, как я готов к нему. Мага на пути к этому, он на хорошем прогрессе. У нас все идет по плану. Осталось лишь получить дату от RCC и надеяться, что не будет переноса», — сказал Шлеменко.  Исмаилов победил Илича в главном бою боксерского турнира Pravda, который прошел седьмого октября на арене Большого Московского цирка. Судьи присудили победу Исмаилову единогласно.

Ранее Илич нокаутировал россиянина Александра Шлеменко за 21 секунду в главном бою турнира RCC 12 в Екатеринбурге. За всю профессиональную карьеру на счету 33-летнего серба 14 побед и пять поражений.

36-летний Исмаилов выступает на профессиональном уровне с 2011 года. На его счету 21 бой, в 18 из которых он одержал победу и три раза проиграл, также в его активе одна ничья. Поединок Шлеменко и Исмаилова запланирован на декабрь, он пройдет в рамках бойцовского вечера промоушена RCC.",
63413c9d9a79479c4a1e9fec,https://sportrbc.ru/news/63413c9d9a79479c4a1e9fec,1665222114,"Sat, 08 Oct 2022 12:41:54 +0300",Цзю назвал ключевой фактор победы Исмаилова над Иличем,https://s0.rbk.ru/v6_top_pics/resized/250xH/media/img/2/25/756652199284252.jpg,РБК Спорт,,,, ...  Исмаилова над Александром Иличем стала хорошая физическая подготовка. Об этом «<b>РБК</b> Спорт» заявил бывший абсолютный чемпион мира по боксу Константин Цзю ... ,"Бывший абсолютный чемпион мира по боксу отметил, что сербу Александру Иличу не удалось оказать должного сопротивления Магомеду Исмаилову","Получайте рассылку с новостями, которые касаются каждого. Самое актуальное о личных финансах, карьере и безопасности. Читайте РБК без рекламных баннеров на сайте и в мобильном приложении. Главной причиной победы Магомеда Исмаилова над Александром Иличем стала хорошая физическая подготовка. Об этом «РБК Спорт» заявил бывший абсолютный чемпион мира по боксу Константин Цзю. «Нельзя сказать, что я заведомо был уверен в победе Исмаилова. О Маге сложилось отличное впечатление, он улучшил в разы свою физическую форму, было видно, что по максимуму готов, совершенно другой уровень. Мага молодец, заслуженно победил, показал, что он крепкий, волевой боксер. Нельзя сказать, что бой был в одну калитку, Илич пытался оказать сопротивление, но ничего не получилось» — сказал Цзю.  Исмаилов победил Илича в главном бою боксерского турнира Pravda, который прошел 7 октября на арене Большого Московского цирка. Судьи присудили победу Исмаилову единогласно. Ранее Илич нокаутировал россиянина Александра Шлеменко за 21 секунду в главном бою турнира RCC 12 в Екатеринбурге. За всю профессиональную карьеру на счету 33-летнего серба 14 побед и пять поражений. 36-летний Исмаилов выступает на профессиональном уровне с 2011 года. На его счету 21 бой, в 18 из которых он одержал победу и три раза проиграл, также в его активе одна ничья.",
6341461d9a79479e2e0b3264,https://kuban.rbc.ru/krasnodar/08/10/2022/6341461d9a79479e2e0b3264,1665222223,"Sat, 08 Oct 2022 12:43:43 +0300",Запасов продуктов в крымской сети магазинов «ПУД» хватит на неделю,https://s0.rbk.ru/v6_top_pics/resized/250xH/media/img/5/02/756652244840025.jpg,,,,," ...  продукты в течение недели будут доставлять местные поставщики. Об этом <b>РБК</b> Краснодар сообщил генеральный директор фирмы «Агрокомплекс» им. Н.И. Ткачева ...  под контроль структур «Агрокомплекса им. Н.И. Ткачева». Как сообщал <b>РБК</b> Краснодар, утром 8 октября на Крымском мосту взорвалсяавтомобиль, после чего ... ",,"Крымская розничная сеть «Продукты у дома» (ПУД) имеет запас продуктов на неделю. Скоропортящиеся продукты в течение недели будут доставлять местные поставщики. Об этом РБК Краснодар сообщил генеральный директор фирмы «Агрокомплекс» им. Н.И. Ткачева Евгений Хворостина. «Компания изучает все альтернативные варианты логистики, но в ближайшую неделю никаких проблем не видим, запасы есть. Ждем паромную переправу, ищем варианты и найдем их. В любом случае обеспечим бесперебойную поставку продуктов на полуостров», — прокомментировал Евгений Хворостина. ПУД — розничная сеть в Крыму и Краснодарском крае. Согласно данным на сайте компании, сеть включает 98 магазинов, логистический центр площадью 35 тыс. кв. м и автопарк большегрузов для обслуживания магазинов на полуострове. В 2017 году сеть перешла под контроль структур «Агрокомплекса им. Н.И. Ткачева». Как сообщал РБК Краснодар, утром 8 октября на Крымском мосту взорвалсяавтомобиль, после чего загорелись цистерны с топливом. Оказались частично обрушены два автомобильных пролета, одна нитка автомобильной дороги цела, писал глава республики Сергей Аксенов. Для организации сообщения с полуостровом власти Крыма заявили о возобновлении работы Керченской переправы с 8 октября. По данным минтранса РФ, береговая инфраструктура готова. Разбираемся в рассылке",
634149789a79479f048e558c,https://www.rbc.ru/society/08/10/2022/634149789a79479f048e558c,1665223331,"Sat, 08 Oct 2022 13:02:11 +0300",Крымские власти запланировали в субботу запустить паромы через пролив,https://s0.rbk.ru/v6_top_pics/resized/250xH/media/img/0/33/756652232694330.jpg,,Общество,,Полина Мартынова," ...  пассажирского паромного сообщения к концу дня могут запустить и автомобильное. [ <b>РБК</b> ] Минтранс заявил о запуске паромов после взрыва на Крымском мосту В сообщении Минтранса, поступившем в <b>РБК</b>, говорится, что один паром уже направился в терминал Керченской переправы ... ","Организовать паромное сообщение в Крыму возможно, суда уже готовят к запуску, заявил глава крымского Минтранса Николай Лукашенко. Паромы вместимостью сто и более человек будут ходить между Крымом и Краснодарским краем","Погода позволяет запустить паромы через Керченский пролив, заявил врио министра транспорта Крыма Николай Лукашенко. «В настоящее время ведется пусконаладка и запуск двух паромов, и еще несколько паромов осуществляет движение в направление Республики Крым. <...> Организовать движение средних судов, конечно же, возможно. Организовываются мероприятия, связанные с тестированием парома для запуска сегодня регулярного паромного сообщения», — звучит на аудиозаписи, которую разместил в «Телеграм» советник главы Крыма Олег Крючков. Паромы вместимостью 100 и более человек будут ходить между Крымом и Краснодарским краем, уточнил министр. Ранее «Интерфакс» передал слова Лукашенко о том, что «погода сегодня не позволяет вообще ничего». Глава региона Сергей Аксенов опубликовал в «Телеграм» сообщение, что регион полностью обеспечен топливом и продовольствием. По его словам, запасов топлива хватит на один месяц, продовольствия — на два. «Рисков в этой части никаких нет», — сказал Аксенов. Он добавил, что кроме пассажирского паромного сообщения к концу дня могут запустить и автомобильное.  В сообщении Минтранса, поступившем в РБК, говорится, что один паром уже направился в терминал Керченской переправы для начала работы, к погрузке готовы еще три судна различных перевозчиков. «Для стабильного обеспечения населения и экономики Крыма товарами и продукцией задействованы новые логистические схемы. Весь объем перевозки пассажиров и грузов в направлении Крыма будет обеспечен», — заверили в ведомстве. Паромную переправу крымские власти решили организовать после повреждения Крымского моста в результате пожара, который произошел утром 8 октября. Причиной возгорания назвали подрыв грузовика, из-за чего загорелись семь топливных цистерн в хвосте следовавшего в Крым состава. Два автомобильных пролета моста частично обрушились. Глава Крыма Сергей Аксенов говорил, что уцелела «одна автомобильная нитка из Керчи на Тамань». Автомобильное и железнодорожное движение по мосту приостановлено. РЖД временно прекратили продажу билетов на поезда, следующие в Крым и обратно. Отменены также автобусные рейсы с полуострова. СК завел уголовное дело в связи с произошедшим, не уточнив, по какой статье. По поручению президента организована правительственная комиссия. Минтранс сообщил, что специалисты начали оценку повреждений Крымского моста, требуемого объема и сроков восстановления, которое можно будет начать после завершения работы оперативных служб. ",Артём Кореняко
6341491d9a79479fc5c1bf8c,https://kuban.rbc.ru/krasnodar/freenews/6341491d9a79479fc5c1bf8c,1665224138,"Sat, 08 Oct 2022 13:15:38 +0300",Между Кубанью и Крымом запустят пассажирские суда на 100 человек,https://s0.rbk.ru/v6_top_pics/resized/250xH/media/img/2/75/756652239786752.jpg,,,,," ...  3 парома различных судовладельцев», — рассказали в Минтрансе РФ. Как сообщал <b>РБК</b> Краснодар, ранним утром 8 октября на Крымском мосту подорвали грузовой ... ",,"Пассажирские суда вместимостью 100 человек запустят между Кубанью и Крымом. Об этом сообщил врио министра транспорта Крыма Николай Лукашенко. Ранее появились сообщения о том, что началу работы паромной переправы через Керченский пролив в субботу 8 октября препятствует погода. Затем в Минтрансе уточнили, что погодные условия позволяют запустить ее в ближайшее время. Два парома уже готовят к перевозке людей, на подходе еще несколько. Предположительно, до конца субботы будет открыто и автомобильное паромное сообщение, сообщил глава Крыма Сергей Аксенов. «Компаниями-перевозчиками возобновляется работа Керченской паромной переправы. Для этих целей готова береговая инфраструктура. По состоянию на 08:30 первый паром начинает переход к терминалу для погрузки и начала работы, готовятся к выходу на переправу еще 3 парома различных судовладельцев», — рассказали в Минтрансе РФ. Как сообщал РБК Краснодар, ранним утром 8 октября на Крымском мосту подорвали грузовой автомобиль, из-за этого загорелись семь цистерн с топливом. Частично обрушены два пролета. Движение по мосту остановлено. Керченская переправа, запущенная в 1954 году, приостановила работу в сентябре 2020 года из-за отсутствия спроса — после открытия Крымского моста потоки были переориентированы, и необходимость в морском сообщении резко упала.",
