_key,link,date,text,title
https://trends.rbc.ru/trends/industry/633fd0829a7947336266cf4b,https://trends.rbc.ru/trends/industry/633fd0829a7947336266cf4b,07.10.2022,"Об эксперте:  Станислав Притчин, кандидат исторических наук, старший научный сотрудник Центра постсоветских исследований ИМЭМО РАН.Казахстан— один из ближайших российских союзников и торговых партнеров на постсоветском пространстве, вместе с Россией он является соучредителем Евразийского экономического союза. Однако сегодня наметился тренд на ухудшение отношений двух стран. Каждый день появляются новости, которые в той или иной степени негативно влияют на двустороннюю коммуникацию: проекты обсуждения запрета на параллельный импорт через территорию Казахстана, проблемы с транспортировкой казахстанской нефти через российскую территорию и многое другое. Отношения между Россией и Казахстаном всегда складывались достаточно прагматично. Именно этим обусловлен тот факт, что и Россия, и Казахстан являются ключевыми партнерами как в рамках двустороннего диалога, так и в многосторонних форматах, таких как Евразийский экономический союз или ОДКБ.Граница России с Казахстаном— самая длинная в мире непрерывная граница (7598,8 км), это 11 областей с российской стороны и восемь областей с казахстанской стороны. Согласно исследованию Евразийского банка экономического развития, порядка 80% казахстанского и 20% российского ВВП формируются в приграничной зоне.С 1998 года действует Декларация о вечной дружбе и союзничестве между Казахстаном и Россией, также существуют несколько уникальных форматов взаимодействия. Например, Форум межрегионального сотрудничества, который ежегодно собирает всех глав приграничных регионов. Также на международной выставке «Иннопром» в России в 2022 году обсуждался целый пакет двустороннего сотрудничества, нацеленный на активизацию промышленного производства.В 2021 году Россия стала ключевым торговым партнером Казахстана, обогнав Китай, и эта тенденция продолжает развиваться. Но при этом есть и негативные политические моменты, которые ставят под вопрос будущее сотрудничества.Казахстан находится в поиске оптимальной внутренней политической модели. На момент распада СССР он был одной из самых многонациональных республик постсоветского пространства, что отразилось в выбранной на тот момент мультикультурной модели. Сейчас всеже доминирует национально-патриотическая повестка, и это создает определенные трения. Казахстанские власти определяют свои действия демографией: в последнее время растет казахское население, сейчас его уже более 60%. Отдельные сложности для страны создает геополитическая турбулентность. У Казахстана всегда была открытая инвестиционная модель: очень много иностранных инвесторов, участие в различных международных организациях, но в нынешних условиях гораздо сложнее проводить эту мультивекторную политику. Поэтому Казахстану приходится непросто— с одной стороны, экономически выгодно продолжать развивать отношения с Россией, строить общее евразийское пространство. С другой стороны, есть желание быть частью западного мира, оставаться фаворитом западных рейтинговых агентств.Российско-казахстанская торговля достаточно сбалансирована с точки зрения товарных групп. При этом есть перекос, выгодный для России, и это обусловлено вовсе не тем, что для казахстанского бизнеса в России существуют ограничения, хотя такие претензии регулярно звучат в казахстанской прессе. Проблема в том, что даже топовые производители, например, кондитерских изделий в Казахстане не могут насытить российский рынок и в полной мере конкурировать с российскими производителями.Площадь Казахстана 2,7 млн кв. км, а население 12 млн человек, и не везде есть возможность обеспечивать жителей нефтепродуктами по доступным ценам. Поэтому есть взаимозависимость с Россией— так, Омский нефтеперерабатывающий завод поставляет нефтепродукты в Казахстан. Соответственно, там, где есть приграничные казахстанские НПЗ, они поставляют горюче-смазочные материалы уже в Россию.С Карачаганакского газового месторождения газ поставляется на омский и оренбургский газоперерабатывающие заводы. А крупнейший карьер по производству угля в Казахстане снабжал углем в том числе и Магнитогорский металлургический комбинат.Сейчас объемы сотрудничества сокращаются, потому что в Казахстане ориентируются на свой рынок. При этом с точки зрения транзита Россия для Казахстана является одним из ключевых маршрутов по очень многим товарным группам. Например, Каспийский трубопроводный консорциум был создан для того, чтобы поставлять нефть с крупнейшего нефтегазового месторождения Тенгиз через территорию России в Новороссийск. Но и здесь заметны отголоски экономических и политических противоречий: с начала года КТК несколько раз останавливался, а в июле 2022 года Новороссийский суд приостановил деятельность консорциума из-за экологических претензий после большой утечки нефти, за которую КТК отказался брать ответственность. Экспорт нефти, который в основном идет через Россию,— это очень серьезные экономические риски для Казахстана, однако в краткосрочной перспективе ему не избежать зависимости от РФ. Альтернативные проекты всеже дороги на нынешнем этапе, их мощность не позволяет транспортировать тот объем нефти, который добывается в Казахстане. Кроме того, это приведет к существенному удорожанию экспорта, поэтому есть потребность в поисках компромиссов.Вокруг поддержки Казахстаном санкций против России сломано много копий. Одним из самых резонансных заявлений стало выступление заместителя руководителя администрации президента Казахстана Тимура Сулейменова, в котором он сказал, что Казахстан не будет никаким образом помогать России обходить санкции. Последние тренды говорят о том, что Казахстан, несмотря на потенциальную выгоду от параллельного импорта, будет пытаться от него уйти, чтобы избежать вторичных санкций.Сейчас, когда из-за санкций возникают сложности прямых поставок, возрастает роль промежуточных стран, которые выступают какбы конечным потребителем, но при этом товар идет в Россию. Казахстан в силу географии рассматривался и рассматривается российскими властями как ключевая страна, через которую может идти такой параллельный импорт. И возникает большой вопрос, действительноли Казахстан готов ради сохранения отношений с западными странами отказаться от прибыли и улучшения сальдо взаимной торговли с партнером— Россией.В параллельный импорт активно включились Турция и другие центрально-азиатские государства, но в Казахстане, несмотря на то, что изначально он тоже участвовал в этих схемах, сейчас идет публичное обсуждение вопроса о запрете параллельного импорта. Эта мера станет существенным ударом по России, потому что даже такие крупные компании, как Samsung, предпочитают поставлять свою продукцию через параллельный импорт.Казахстан, согласно многим международным рейтингам, является лидером постсоветского пространства по инвестиционной привлекательности и легкости ведения бизнеса. В стране упрощены все процедуры по открытию счетов, регистрации бизнеса. Также В Казахстане действует международный финансовый центр «Астана», МФЦА. Это территория, где можно зарегистрировать компанию какбы в англо-саксонской правовой системе и быть подотчетным арбитражу именно арбитражных судей, которые находятся также в Астане, но работают по западному законодательству.Однако следует учитывать специфику страны. Во-первых, Казахстан разный, и в нем есть два экономических центра— Алматы, южный, бывшая столица Казахстана, и Астана— в которых сосредоточено наибольшее число жителей. Это самые экономически развитые регионы с наибольшим платежным спросом. Юг Казахстана тоже очень населен, но нужно учитывать, что это уже более казахоязычные регионы— более традиционные, консервативные, и специфика там совсем другая. Соответственно, нужно исходить из того, какой бизнес вы планируете развивать и кто ваш конечный покупатель, чтобы товар или услуга действительно отвечали требованиям и возможностям конечного потребителя или клиента. Также нужно учитывать особенности рынка труда. С одной стороны, в стране есть определенный переизбыток трудовых ресурсов, особенно в Алматы, куда стекаются жители из окрестных областей в поисках лучшей жизни. Однако, согласно исследованиям, есть сложности с IT-специалистами, с инженерами. Поэтому нужно внимательно отследить состояние рынка труда в зависимости от того, какое производство планируется запускать.Сегодня в Казахстане зарегистрированы порядка 13 тыс. российских компаний, примерно 1500 из них пришли в Казахстан с февраля 2022 года. Но с учетом общего количества российских компаний в Казахстан перебрались немногие, и, возможно, это в большей степени попытки обойти санкции, чем релокация. Производитель российских мотоциклов «Урал» перенес в Казахстан только те мощности, которые нацелены на экспорт, чтобы вывести компанию из-под санкций и сохранить рынки сбыта за рубежом. Часть российских компаний так и делает, но это не значит, что они полностью переносят весь цикл производства и управленческий персонал.При этом сам Казахстан ведет не совсем пророссийскую линию в финансовом секторе. В марте у россиян были популярны туры за платежными карточками, но в конце апреля 2022 года казахстанские власти ужесточили требования к россиянам, и фактически закрыли возможность открывать карты приезжим. Теперь это можно сделать только при наличии необходимого пакета документов, который включает в том числе вид на жительство или разрешение на работу в Казахстане.",На перепутье: как складываются сегодня отношения России и Казахстана | РБК Тренды
https://trends.rbc.ru/trends/social/633fd9b39a794736b316f134,https://trends.rbc.ru/trends/social/633fd9b39a794736b316f134,07.10.2022,"Прекариат (от англ. precarious— ненадежный, неуверенный)— это новый, формирующийся социальный класс. Впервые термин ввели в 1980-е годы французские социологи применительно к сезонным рабочим, а популярным он стал после публикации книги британского экономиста Гая Стэндинга The Precariat: The New Dangerous Class в 2011 году [1].Прекариат— социальная общность, которая вынуждена браться за случайную, ненадежную работу без стабильного жалованья и пособий. Прекарные работники лишены гарантий соблюдения их трудовых прав, что негативно сказывается на их профессиональных успехах [2].Стэндинг причисляет к прекариату трудовых мигрантов, стажеров, работников креативных индустрий— художников, журналистов, дизайнеров. Этих людей объединяет то, что у них нет стабильной работы с фиксированной оплатой труда и гарантированной социальной защитой. И, как следствие, уверенности в завтрашнем дне.В 1980-е в политике и экономике западных странах начал доминировать неолиберализм. Хороший пример— политика президента США Рональда Рейгана и премьер-министра Великобритании Маргарет Тэтчер.Визитной карточкой неолиберализма стало дерегулирование: рыночная конкуренция признавалась основой экономического роста и развития, а попытки ограничить ее рассматривались как враждебные росту благосостояния. Поэтому налоги и регулирование должны были быть сведены к минимуму. Итог— значение профсоюзов ослабло, а доля наемных рабочих в распределении богатства снизилась.Изменения коснулись и рынка труда. Наемный работник оказался в положении, когда в любой момент под предлогом оптимизации его условия труда могут измениться, и далеко не в лучшую сторону. Как следствие— стресс, чувство неопределенности и незащищенности. Сотрудник вынужден соглашаться на новые условиям, иначе у него не будет возможности удовлетворять даже свои базовые потребности в еде и жилище. Прекариат нельзя в полной мере назвать социальным классом (исследователи еще не пришли к консенсусу, кого именно считать прекариатом), но в тоже время у него есть ряд характерных черт:Наталья Тихонова, доктор социологических наук, профессор-исследователь НИУ ВШЭ:«Гай Стэндинг ввел понятие «прекариат», но само явление было описано до него. Карл Маркс использовал термин «резервная армия труда»— это люди, которые представляют небольшой интерес для экономики в качестве рабочей силы. Но экономика, как известно, пульсирует в своем развитии— иногда ей нужно больше работников, иногда меньше. На периоды экономического подъема из этой резервной армии труда наиболее привлекательные кандидатуры вербуются в экономику, в периоды экономических кризисов резервная армия труда состоит из безработных.Еще один пример— термин «лишние люди», который использовал испанский социолог Мануэль Кастельс. В роли «лишних» в современной глобализированной экономике на микроуровне будут выступать отдельные люди, на мезоуровне определенные типы поселений и регионы, а на макроуровне и вовсе отдельные страны».Мир давно ушел от классовости индустриального общества. Гай Стэндинг считает, что обществу нужен «новый словарь, отражающий классовые отношения в глобальной рыночной системе», и предлагает структуру, состоящую из шести групп:При этом важно отметить, что прекариат есть среди представителей любых профессиональных анклавов— юристов, журналистов, IT-работников. Например, среди медицинского персонала есть врачи— салариат или профессионалы— а есть медсестры с частичной занятостью и без фиксированного жалованья.Гай Стэндинг разделил прекариат на три группы с разными взглядами на общество и свое место в нем. Именно эта разобщенность мешает прекариату стать «классом для себя» и артикулировать свои недовольство сложившейся системой [4].Несмотря на разрозненность прекарных работников, они всеже имеют точку соприкосновения— это неприятие старого политического порядка. Именно оно сглаживает разногласия и может сделать прекариат авангардом социальных перемен.При этом необходимо помнить, что Стэндинг предложил такую структуру для западного общества. Странам с другой моделью развития, например, в Латинской Америке или Азии, она не подходит.Наталья Тихонова:«Признаки неблагополучия у обществ на разных этапах экономического развития различны. Например, если признаком неблагополучия на Западе будет считаться отсутствие личного автомобиля, то в России это совсем не так. А в Индии даже велосипед может являться признаком достатка.Точно посчитать прекариат практически нереально. Инструменты для этого есть, но на имеющихся базах это сделать невозможно. Нужны специализированные исследования, которые включалибы не только формы занятости, но и мотивацию— почему человек выбрал именно эту форму занятости, что на него повлияло. Ведь прекариат— «опасный класс», ставший таким в силу обстоятельств. Ну, а если это ваш добровольный выбор, то какой уж вы «опасный класс».Прекаризация— процесс, при котором граждане теряют гарантии социальной защищенности даже в периоды, когда они входят в число занятых. Важная ремарка— к точному определению ученые прийти не могут, а трактовка понятия варьируется в зависимости от идеологической интерпретации, мотивов и приверженности разным методам [5].Почему работники теряют гарантии социальной защищенности? Часто сотрудники в капиталистических системах открыты для требований рынка: готовы переезжать с места на место, получать дополнительные навыки или подстраиваться под нужный режим работы, а институциональной защиты для них не существует. Поэтому рост неформальной занятости, отсутствие норм, обеспечивающих и защищающих работника, миграция и несбалансированное распределение доходов становится причиной роста прекариата [6]. Нестандартных форм занятости становится больше, поэтому в прекариат входят самые разные социальные группы. В 2020 году в России в неформальном секторе экономики были заняты 14,1 млн человек. [7] Это самозанятые, индивидуальные предприниматели и их сотрудники, работниках семейных предприятий и занятые в собственном домашнем хозяйстве. Правда, не всех их можно отнести к прекариату.Прекариатом потенциально могут стать фрилансеры и недавние выпускники университетов. Однако занятость без традиционно оформленных трудовых отношений еще не означает, что работник относится к прекариату. Это может быть и добровольный выбор. Социолог Жан Тощенко считает, что в современной России доля прекариата— от 30 до 50% трудоспособный людей [8]. Есть и другие оценки— социологи Наталья Тихонова и Анастасия Каравай полагают, что прекариат составляет около половины всех трудоспособных людей [9].Наталья Тихонова:«Достоверных оценок численности прекариата нет: ученые еще не сошлись во мнениях относительно того, что является признаками прекариата, а что— прекарной занятости. Людей с прекарной занятостью посчитать легче, но и в этом случае все зависит от методики. Прекариат посчитать сложнее: ситуация с занятостью у людей постоянно меняется».Если раньше прекаризация затрагивала преимущественно работников низкоквалифицированного физического труда, то теперь она распространилась и на образованных граждан, занятых нефизическим трудом. Экономист Василий Аникин отмечает, что средний класс в России постепенно прекаризируется [10].",Прекариат: что это за класс и чем он может быть опасен | РБК Тренды
https://trends.rbc.ru/trends/green/cmrm/633549fa9a7947646c491b19,https://trends.rbc.ru/trends/green/cmrm/633549fa9a7947646c491b19,07.10.2022,"Дирекция по ESG Сбера подготовила исследования о текущем статусе ESG-повестки в 12 странах, наиболее привлекательных для отечественных экспортно-ориентированных компаний сегодня. Обзорный материал, основанный на аналитике Сбера, можно найти здесь. А первый региональный выпуск, посвященный развитию ESG в странах Ближнего Востока, Северной Африки и Турции (MENAT)— здесь.Сегодня представляем материал еще по одной группе стран— Центральной Азии.Центральноазиатский регион характеризуют довольно тесные торговые отношения с Россией. Россия для Казахстана, Кыргызстана и Узбекистана— один из ключевых рынков сбыта продукции, поставщик ряда стратегически значимых товаров и традиционно ключевой партнер по показателям двустороннего товарооборота.По данным на 2021 год, обращение продукции между нашей страной и Узбекистаном составило более $7 млрд. Государство экспортирует в Россию хлопок, текстильную продукцию, фрукты, овощи и пластмассы. Основные товары импорта— черные и цветные металлы, дерево и продукты деревообработки, машины и оборудование. Торговый оборот между Россией и Казахстаном в 2021 году составил $25,1 млрд. Страна поставляет нам руду, сталь, медь и химические вещества. Импортирует Казахстан оборудование, транспортные средства, продукцию металлургической отрасли и химической промышленности, продовольственные товары, минеральное сырье. А товарооборот между Россией и Кыргызстаном составил $2,3 млрд. Основные экспортные категории Кыргызстана— золото, руды и концентраты драгоценных металлов, овощи и бобовые, нефть и нефтепродукты, стекло. Главные статьи импорта— нефть и нефтепродукты, газ, продовольственные товары, продукция химической промышленности, черные металлы и изделия из них.Центральную Азию часто представляют как рынок далекий от ESG-повестки, сфокусированный на традиционной энергетике и углеродоемких отраслях. Однако регион уже «включился» в повестку устойчивого развития, а потому в ближайшем будущем можно ожидать развитие сотрудничества и совместных проектов между Россией и Центральной Азией еще и в сфере ESG. Рассмотрим, как устойчивая повестка развивается в регионе сегодня.«Россию и Центральную Азию связывают многолетние экономические отношения и, соответственно, наработан значительный практический опыт совместных проектов разного уровня сложности. Пока регион только начинает свой путь в ESG, но сам вектор движения к устойчивому развитию уже определен. В регионе реализуется немало ESG-инициатив, в том числе совместно с международными финансовыми институтами и организациями, такими как ООН, Международная финансовая корпорация и Европейский банк реконструкции и развития. Сбер открыт к сотрудничеству в данном направлении: мы считаем, что обмен лучшими практиками между Россией и странами Центральной Азии будет плодотворным и эффективным для обеих сторон»,— отмечает Татьяна Завьялова, старший вице-президент по ESG, ПАО Сбербанк.Среди рассматриваемых стран по количеству выбросов углерода лидирует Казахстан. В 2021 году страна произвела 211,2 Мт СО2. При этом объем выбросов углерода на душу населения в Казахстане довольно высок— 11,2 т СО2.В Узбекистане и Кыргызстане, по сравнению с другими странами, общие объемы эмиссий углерода относительно невелики— 125,6 Мт и 10,8 Мт СО2 соответственно. Выбросы СО2 на душу населения тоже сравнительно малы— в Кыргызстане 1,7 т, а в Узбекистане 3,7 т СО2. В динамике выбросов с 1990 по 2021 годы наблюдается тренд на снижение выбросов: эмиссия углерода за 30 лет значительно снизилась в разных секторах экономики. Общее количество выбросов сократилось на 52%— в Кыргызстане, на 27%— в Узбекистане. В Казахстане наблюдается небольшой прирост— на 6%. Самое значительное сокращение выбросов отмечено в энергетическом и транспортном секторе.В первую очередь снижение эмиссий СО2 в странах региона обусловлено разрушением старой экономической системы, присущей СССР, и проведением структурных изменений при переходе к новой экономике. Однако были и другие причины.В Казахстане изменения показателя в определенной мере связаны с масштабной газификацией страны, в Узбекистане сокращение выбросов СО2 произошло в том числе за счет модернизации нефтегазовой отрасли и повышения энергоэффективности ТЭЦ. В Кыргызстане сокращение выбросов парниковых газов связано с ростом доли гидроэлектростанций в выработке. Все страны региона подписали и ратифицировали Парижское соглашение, а также утвердили разнообразные документы, направленные на развитие устойчивой повестки на национальном уровне. В Узбекистане для борьбы с климатическими изменениями разработаны «Стратегия перехода к зеленой экономике» и «Концепция обеспечения надежного энергоснабжения Узбекистана до 2030 года». Кыргызстан в прошлом году одобрил «Определяемый на национальном уровне вклад» (ОНУВ) в Парижское соглашение, обозначив направления для низкоуглеродной трансформации страны до 2030 года с учетом национальных приоритетов и ЦУР. В Казахстане еще в 2013-м приняли «Концепцию по переходу к зеленой экономике», согласно которой к середине века выработка электроэнергии от источников, альтернативных углю и нефти, должна увеличиться до 50%. Также во всех трех странах определены сроки достижения углеродной нейтральности. Власти Казахстана в прошлом году представили проект стратегии «Нулевые выбросы углерода к 2060 году»— для его реализации понадобится $666,5 млрд. Большая часть средств будет направлена на проекты по электро- и теплоэнергии и трансформацию транспортного сектора. Кыргызстан намерен стать углеродно-нейтральным к 2050 году— для этого понадобится порядка $10 млрд. К 2025-му страна постарается сократить выбросы парниковых газов на 16,6%, а в случае международной поддержки— на 36,6%. Ожидается, что фундаментом безуглеродной политики станут возобновляемые источники энергии (ВИЭ), в частности— гидроэнергетика. Узбекистан тоже планирует приблизиться к net-zero, правда пока заявил лишь про создание углеродно-нейтрального энергосектора к 2050 году— на это понадобится финансирование в размере $94 млрд. Также на прошлогоднем саммите СОР 26 в Глазго Узбекистан объявил о цели снизить выбросы парниковых газов на единицу ВВП на 35% к 2030 году (относительно базового 2010 года)— первоначальная цель подразумевала снижение только на 10%.Углеродное регулирование в Узбекистане и Кыргызстане отсутствует. Казахстанже начал проводить политику по линии ESG и устойчивого развития еще с начала 2010-х годов и обладает одним из самых развитых ESG-законодательств в СНГ. Например, углеродная биржа (ETS-KZ) действует уже с 2013 года. Правда биржа охватывает лишь 46% национальных выбросов, а стоимость квот на выбросы составляет около $1 за тонну— это примерно в 70 раз меньше, чем в Евросоюзе, и в 3,6 раза меньше, чем в Сингапуре. Важное значение имеет экологический кодекс Казахстана, который определяет структуру единой государственной системы мониторинга окружающей среды и природных ресурсов, описывает систему торговли и использования углеродных квот, принципы углеродного бюджета, а также формулирует особые экологические требования к некоторым видам деятельности (в том числе «потолки» по эмиссиям парниковых газов и энергоемкости). На ВИЭ центральноазиатский регион возлагает большие надежды. В этом году Кыргызстан приступил к строительству первой солнечной электростанции и ветрового парка, а также порядка 30 малых ГЭС— сейчас в стране используется лишь 11% гидроэнергетического потенциала. Также в июле Кыргызстан начал строить крупную Камбар-Атинскую ГЭС-1. Станция станет частью каскада, способного решить проблему дефицита электроэнергии, и будет вырабатывать свыше 5 млрд кВт·ч электроэнергии в год.В Казахстане, по данным на 2021 год, действует 134 объекта ВИЭ суммарной мощностью 2,01 ГВт— это около 4% выработки электроэнергии в стране (без учета больших ГЭС). Причем производители ВИЭ получают ряд льгот— гарантированный выкуп энергии, освобождение от НДС, земельного, имущественного и корпоративного подоходного налога, таможенных пошлин, приоритет на пользование сетями и освобождение от оплаты услуг энергопередающих организаций. Также они могут рассчитывать на льготное финансирование и субсидии. В 2018 году в городе Ерейментау была запущена ветровая электростанция мощностью 45 МВт, в 2019-м заработала солнечная электростанция в Кенгире, мощностью 10 МВт. В этом году «Полиметалл Евразия» начал строить две солнечные электростанции мощностью 80 МВт. Также Казахстан анонсировал планы по реализации 180 ВИЭ-проектов, общая мощность которых к 2030 году составит 9 ГВт— это почти половина от текущей располагаемой мощности всей энергосистемы Казахстана. Чтобы достичь углеродной нейтральности энергосектора к 2050 году, Узбекистан должен получать около 30% электричества из ВИЭ уже к 2030-му. К этому времени должны быть введены в эксплуатацию ветряные электростанции общей мощностью не менее 5 ГВт и солнечные фотоэлектрические станции мощностью 7 ГВт. Параллельно с этим планируется провести масштабную программу по модернизации действующих энергетических мощностей ТЭС и замене их на современные газотурбинные установки комбинированного цикла. Это позволит не только повысить эффективность и надежность энергосистемы Узбекистана, но и будет способствовать сокращению углеродного следа Узбекистана. Летом 2022 года президент Казахстана заявил, что за 2021 год объем рынка устойчивого финансирования вырос в 500 раз, достигнув $250 млн. В 2020–2021 годах было выдано три крупных «зеленых» кредита на общую сумму в $62 млн. Первые ESG-облигации появились в Казахстане в 2020 году. Эмитентом стал государственный фонд развития предпринимательства «Даму»— бумаги были выпущены в рамках соглашения с Программой развития ООН по снижению рисков инвестирования в ВИЭ. Сумма составила $420 тыс. Всего было размещено восемь выпусков «зеленых» и социальных облигаций на $170 млн. Основные эмитенты— Азиатский и Евразийский банки развития. Кроме того, с 2011 года Европейский банк реконструкции и развития (ЕБРР) инвестировал $63,12 млн в семь казахстанских устойчивых проектов.В Узбекистане тоже отмечается постепенный рост интереса к «зеленому» финансированию. Поначалу этот сегмент был представлен лишь грантами международных финансовых институтов, однако теперь в стране появились «зеленые» кредиты и облигации. Информации об общем объеме ESG-кредитования нет, но известно о нескольких «зеленых» кредитах, предоставленных узбекским банкам. Например, в конце прошлого года ЕБРР выделил $10 млн «Хамкорбанку»— это должно помочь национальным малым и средним предприятиям (МСП), на чью долю приходится более 50% ВВП Узбекистана, увеличить инвестиции в зеленые технологии. Средства предоставлены в рамках Механизма финансирования «зеленой» экономики (Green Economy Financing Facility, GEFF) ЕБРР, запущенного в Узбекистане в 2019 году. В 2021 году к финансовой программе ЕБРР также присоединился «Узпромстройбанк». В июле прошлого года ЕБРР предоставил «Узпромстрою» кредит в размере $50 млн— часть этих средств используется для кредитования МСП и поддержки «зеленых» инвестиций. В общей сложности за 2021 год ЕБРР инвестировал $690 млн в 22 проекта в Узбекистане. Финансовая поддержка способствовала развитию возобновляемой энергетики, «зеленого» кредитования, модернизации ключевых объектов инфраструктуры и малого бизнеса.Также в июне Межотраслевой фонд энергосбережения при Министерстве энергетики Узбекистана и «Ипотека Банк» подписали генеральное соглашение, по которому планируется предоставить около $5 млн «зеленых» потребительских кредитов на приобретение энергосберегающих технологий и оборудования ими домохозяйств.В прошлом году Узбекистан первым в СНГ и одним из первых в мире разместил государственные облигации, направленные на финансирование целей устойчивого развития. Объем выпуска составил $635 млн (первый транш) и $235 млн (второй транш). Программа выпуска ЦУР-облигаций Узбекистана реализована при поддержке ПРООН и разработана в соответствии со стандартами ICMA.Объем рынка ESG-финансирования в Кыргызстане составляет $257 млн, объем выпуска ESG облигаций в 2021 году— $188 млн. В стране работают над созданием зеленой финансовой корпорации, которая позволит привлекать климатическое финансирование в банковский сектор.В каждой из рассматриваемых стран банки пока не сильно вовлечены в ESG-повестку. Однако положительный тренд уже заметен— устойчивые практики становятся все более актуальными для финансовых организаций.Так, два из пяти крупнейших банка Казахстана— Halyk Bank и «Отбасы банк»— уже не один год выпускают отчеты об устойчивом развитии. Особенно выделяется Halyk— банк активно развивает социальную инфраструктуру в Алматы. Организация построила в городе «зеленую» зону, профинансировала покупку 200 рейсовых автобусов экологического стандарта EURO-5, а еще выдает горожанам беспроцентные кредиты на газификацию и компенсирует расходы на проведение голубого топлива в дома социально-незащищенных граждан. В качестве других инициатив банковского сектора Казахстана можно выделить совместный проект Евразийского банка, Mastercard и Eurasian Environmental Fund по выпуску эко-карт: 0,5% от безналичных транзакций, проведенных по такой карте, перечисляются на посадку деревьев и переработку отходов. Национальный банк Кыргызстана планирует создать в своей структуре подразделение, ответственное за устойчивое и инновационное финансирование— оно должно стать одним из шагов на пути к разработке таксономии «зеленого» финансирования. Некоторые банки Кыргызстана начинают предлагать устойчивые финансовые инструменты. Например, в 2021 году «Дос-Кредобанк» запустил специальную программу DCB Green, направленную на внедрение и запуск экологичных технологий через «зеленые» кредитные продукты. На первом этапе выбран сегмент финансирования электромобилей. Однако, у банков страны еще нет опыта включения ESG-критериев в процесс принятия решений.Банки Узбекистана тоже стараются не отставать. Несмотря на то, что приоритетом правительства сегодня считаются не ESG-практики, а национальная трансформация банковского сектора, крупные банки все равно заинтересованы в реализации устойчивых проектов.Так, в 2022 году эксперты международного финансового издания Asiamoney признали «Узпромстройбанк» победителем в номинациях «Лучший банк Узбекистана» и «Лучший ESG-банк в Узбекистане». Особенно отмечена работа банка совместно с Международной финансовой корпорацией (МФК) и ЕБРР по трансформации, развитию зеленого банкинга и внедрению ESG-принципов. Помимо этого, в 2020 году Sanoat qurilish bank (SQB) в сотрудничестве с ЕБРР, МФК и другими ведущими институтами развития запустил платформу по «зеленому» финансированию и создал необходимую внутреннюю ESG-экосистему, включая маркетинг, брендинг, разработку новых «зеленых» продуктов, развитие каналов продаж и обучение персонала. SQB— крупнейший узбекский кредитор ключевых промышленных секторов, нефтяной, газовой, химической и других энергетических отраслей.Кыргызская фондовая биржа в прошлом году присоединилась к инициативе ООН «Биржи за устойчивое развитие» (Sustainable Stock Exchanges— SSE), объединяющей биржи всего мира в стремлении достичь ЦУР. Также биржа участвует в создании необходимой нормативной базы для развития сегмента «зеленых» облигаций. В апреле 2022 года в Узбекистане по президентскому указу началась реформа рынков капитала. Страна стала активным участником международных долговых рынков— правительство и государственные банки выпустили обычные еврооблигации в долларах США и еврооблигации в узбекских сумах.Казахстанская биржа (KASE) активно продвигает ESG-повестку. Так, KASE еще в 2015 году присоединилась к SSE, а в 2016-м выпустила руководство по ESG-отчетности для компаний, основанное на методологии SSE. Основная площадка торговли ресурсами в Казахстане— товарная биржа «Каспий» (CCX). На ней также производится торговля квотами на выбросы парниковых газов. C 2018 по 2020 год в стране было совершено 52 транзакции и реализованы квоты на 5,6 млн т CO2 на $5,6 млн— то есть в среднем биржа ежегодно продает квоты в объеме 1,9 млн т СО2 на $1,9 млн.  Сегодня в Кыргызстане и Узбекистане национальные таксономии «зеленых» проектов отсутствуют, однако обсуждается возможность их создания.В Казахстане, напротив, уже действует собственная таксономия— ее утвердили в 2021 году. Согласно документу, к «зеленым» проектам относятся:Также Казахстан планирует разработку таксономии социальных проектов, которая уточнит проекты, подлежащие финансированию через социальные облигации. Ни в одной из рассматриваемых стран ESG-отчетность пока не считается обязательной. В Казахстане раскрытие информации об устойчивом развитии добровольно, однако рассматриваются планы сделать эту практику обязательной. Сейчас добровольные отчеты готовят около 57% компаний, зарегистрированных на Казахстанской бирже.В Кыргызстане не распространена практика даже добровольной ESG-отчетности. Однако Союз банков Кыргызстана разрабатывает рамочный документ по устойчивому финансированию и определению приоритетов для финансового сектора.В Узбекистане законодательство о нефинансовой отчетности тоже пока недостаточно развито. При этом многие национальные компании придерживаются принципов корпоративной социальной ответственности— либо по собственной инициативе, либо под давлением инвесторов, либо по предписанию местных органов власти. Обязательным считается выполнение трудового и экологического законодательства, в том числе Трудового кодекса, Закона о защите прав потребителей и Закона об охране природы.Несмотря на то что Центральноазиатский регион только начинает протаптывать дорогу в ESG, его шаги и наметившийся вектор довольно устойчивы. Многие инициативы здесь уже реализуются при поддержке многосторонних финансовых институтов и международных организаций: Программы развития ООН, Международной финансовой корпорации и Европейского банка реконструкции и развития. Подробнее о зеленых политиках, ESG-проектах, устойчивых инициативах крупных компаний и государственных институтов, а также стратегических документах каждой из стран можно узнать в аналитических обзорах Сбера.Реклама, ПАО Сбербанк","Зеленые, социальные, ответственные: как устроено ESG в Центральной Азии | РБК Тренды"
